package,version,date,source,pkg_source,Title,Descp
InformationValue,1.2.3,2016-10-30,R 4.2.0,CRAN,"Performance Analysis and Companion Functions for Binary
Classification Models","Provides companion function for analysing the performance of
    classification models. Also, provides function to optimise probability cut-
    off score based on used specified objectives, Plot 'ROC' Curve in 'ggplot2',
    'AUROC', 'IV', 'WOE' Calculation, 'KS Statistic' etc to aid accuracy improvement
    in binary classification models."
ini,0.3.1,2018-05-20,R 4.2.0,CRAN,Read and Write '.ini' Files,"Parse simple '.ini' configuration files to an structured list. Users
  can manipulate this resulting list with lapply() functions. This same
  structured list can be used to write back to file after modifications."
inline,0.3.19,2021-05-31,R 4.2.0,CRAN,"Functions to Inline C, C++, Fortran Function Calls from R","Functionality to dynamically define R functions and S4 methods
 with 'inlined' C, C++ or Fortran code supporting the .C and .Call calling
 conventions."
insight,0.17.0,2022-03-29,R 4.2.0,CRAN,Easy Access to Model Information for Various Model Objects,"A tool to provide an easy, intuitive and consistent
    access to information contained in various R models, like model
    formulas, model terms, information about random effects, data that was
    used to fit the model or data from response variables. 'insight'
    mainly revolves around two types of functions: Functions that find
    (the names of) information, starting with 'find_', and functions that
    get the underlying data, starting with 'get_'.  The package has a
    consistent syntax and works with many different model objects, where
    otherwise functions to access these information are missing."
intergraph,2.0-2,2016-12-05,R 4.2.0,CRAN,Coercion Routines for Network Data Objects,"Functions implemented in this package allow to coerce (i.e.
	convert) network data between classes provided by other R packages.
	Currently supported classes are those defined in packages: network and
	igraph."
inum,1.0-4,2021-04-12,R 4.2.0,CRAN,Interval and Enum-Type Representation of Vectors,"Enum-type representation of vectors and representation
  of intervals, including a method of coercing variables in data frames."
ipred,0.9-12,2021-09-15,R 4.2.0,CRAN,Improved Predictors,"Improved predictive models by indirect classification and
  bagging for classification, regression and survival problems 
  as well as resampling based estimators of prediction error. "
ipw,1.0-11,2015-08-18,R 4.2.0,CRAN,Estimate Inverse Probability Weights,"Functions to estimate the probability to receive the observed treatment, based on
    individual characteristics. The inverse of these probabilities can be used as weights when
	estimating causal effects from observational data via marginal structural models. Both point
	treatment situations and longitudinal studies can be analysed. The same functions can be used to
	correct for informative censoring.	"
irlba,2.3.5,2021-12-06,R 4.2.0,CRAN,"Fast Truncated Singular Value Decomposition and Principal
Components Analysis for Large Dense and Sparse Matrices","Fast and memory efficient methods for truncated singular value
    decomposition and principal components analysis of large sparse and dense
    matrices."
isdparser,0.4.0,2020-02-17,R 4.2.0,CRAN,Parse 'NOAA' Integrated Surface Data Files,"Tools for parsing 'NOAA' Integrated Surface Data ('ISD') files,
    described at <https://www.ncdc.noaa.gov/isd>. Data includes for example,
    wind speed and direction, temperature, cloud data, sea level pressure,
    and more. Includes data from approximately 35,000 stations worldwide,
    though best coverage is in North America/Europe/Australia. Data is stored
    as variable length ASCII character strings, with most fields optional.
    Included are tools for parsing entire files, or individual lines of data."
ISLR,1.4,2021-09-15,R 4.2.0,CRAN,"Data for an Introduction to Statistical Learning with
Applications in R",We provide the collection of data-sets used in the book 'An Introduction to Statistical Learning with Applications in R'.
isoband,0.2.5,2021-07-13,R 4.2.0,CRAN,"Generate Isolines and Isobands from Regularly Spaced Elevation
Grids","A fast C++ implementation to generate contour lines (isolines) and
  contour polygons (isobands) from regularly spaced grids containing elevation data."
ISOcodes,2022.01.10,2022-01-10,R 4.2.0,CRAN,Selected ISO Codes,"ISO language, territory, currency, script and character codes.
  Provides ISO 639 language codes, ISO 3166 territory codes, ISO 4217
  currency codes, ISO 15924 script codes, and the ISO 8859 character codes
  as well as the UN M.49 area codes."
ISwR,2.0-8,2020-01-20,R 4.2.0,CRAN,Introductory Statistics with R,"Data sets and scripts for text examples and exercises in 
  P. Dalgaard (2008), `Introductory Statistics with R', 2nd ed., Springer Verlag, ISBN 978-0387790534.  "
iterators,1.0.14,2022-02-05,R 4.2.0,CRAN,Provides Iterator Construct,"Support for iterators, which allow a programmer to traverse
    through all the elements of a vector, list, or other collection of data."
janeaustenr,0.1.5,2017-06-10,R 4.2.0,CRAN,Jane Austen's Complete Novels,"Full texts for Jane Austen's 6 completed novels, ready for text
    analysis. These novels are ""Sense and Sensibility"", ""Pride and Prejudice"",
    ""Mansfield Park"", ""Emma"", ""Northanger Abbey"", and ""Persuasion""."
janitor,2.1.0,2021-01-05,R 4.2.0,CRAN,Simple Tools for Examining and Cleaning Dirty Data,"The main janitor functions can: perfectly format data.frame column
    names; provide quick counts of variable combinations (i.e., frequency
    tables and crosstabs); and isolate duplicate records. Other janitor functions
    nicely format the tabulation results. These tabulate-and-report functions
    approximate popular features of SPSS and Microsoft Excel. This package
    follows the principles of the ""tidyverse"" and works well with the pipe function
    %>%. janitor was built with beginning-to-intermediate R users in mind and is
    optimized for user-friendliness. Advanced R users can already do everything
    covered here, but with janitor they can do it faster and save their thinking for
    the fun stuff."
jomo,2.7-3,2022-02-08,R 4.2.0,CRAN,Multilevel Joint Modelling Multiple Imputation,"Similarly to Schafer's package 'pan', 'jomo' is a package for multilevel joint modelling multiple imputation (Carpenter and Kenward, 2013) <doi:10.1002/9781119942283>.
 Novel aspects of 'jomo' are the possibility of handling binary and categorical data through latent normal variables, the option to use cluster-specific covariance matrices and to impute compatibly with the substantive model. "
jpeg,0.1-9,2021-07-24,R 4.2.0,CRAN,Read and write JPEG images,"This package provides an easy and simple way to read, write and display bitmap images stored in the JPEG format. It can read and write both files and in-memory raw vectors."
jqr,1.2.3,2022-03-10,R 4.2.0,CRAN,"Client for 'jq', a 'JSON' Processor","Client for 'jq', a 'JSON' processor (<https://stedolan.github.io/jq/>), 
    written in C. 'jq' allows the following with 'JSON' data: index into, parse, 
    do calculations, cut up and filter, change key names and values, perform 
    conditionals and comparisons, and more."
jquerylib,0.1.4,2021-04-26,R 4.2.0,CRAN,Obtain 'jQuery' as an HTML Dependency Object,"Obtain any major version of 'jQuery' (<https://code.jquery.com/>) and use it in any webpage generated by 'htmltools' (e.g. 'shiny', 'htmlwidgets', and 'rmarkdown').
    Most R users don't need to use this package directly, but other R packages (e.g. 'shiny', 'rmarkdown', etc.) depend on this package to avoid bundling redundant copies of 'jQuery'."
jskm,0.4.3,2021-10-11,R 4.2.0,CRAN,Kaplan-Meier Plot with 'ggplot2',The function 'jskm()' creates publication quality Kaplan-Meier plot with at risk tables below. 'svyjskm()' provides plot for weighted Kaplan-Meier estimator. 
jsonify,1.2.1,2020-06-02,R 4.2.0,CRAN,"Convert Between 'R' Objects and Javascript Object Notation
(JSON)","Conversions between 'R' objects and Javascript Object Notation (JSON) using 
    the 'rapidjsonr' library <https://CRAN.R-project.org/package=rapidjsonr>. "
jsonlite,1.8.0,2022-02-22,R 4.2.0,CRAN,A Simple and Robust JSON Parser and Generator for R,"A reasonably fast JSON parser and generator, optimized for statistical 
    data and the web. Offers simple, flexible tools for working with JSON in R, and
    is particularly powerful for building pipelines and interacting with a web API. 
    The implementation is based on the mapping described in the vignette (Ooms, 2014).
    In addition to converting JSON data from/to R objects, 'jsonlite' contains 
    functions to stream, validate, and prettify JSON data. The unit tests included 
    with the package verify that all edge cases are encoded and decoded consistently 
    for use with dynamic data in systems and applications."
jtools,2.2.0,2022-04-25,R 4.2.0,CRAN,Analysis and Presentation of Social Scientific Data,"This is a collection of tools for more efficiently understanding 
  and sharing the results of (primarily) regression analyses. There are also a
  number of miscellaneous functions for statistical and programming purposes. 
  Support for models produced by the survey and lme4 packages are points of 
  emphasis."
kableExtra,1.3.4,2021-02-20,R 4.2.0,CRAN,Construct Complex Table with 'kable' and Pipe Syntax,"Build complex HTML or 'LaTeX' tables using 'kable()' from 'knitr' 
    and the piping syntax from 'magrittr'. Function 'kable()' is a light weight 
    table generator coming from 'knitr'. This package simplifies the way to 
    manipulate the HTML or 'LaTeX' codes generated by 'kable()' and allows 
    users to construct complex tables and customize styles using a readable 
    syntax. "
keras,2.8.0,2022-02-10,R 4.2.0,CRAN,R Interface to 'Keras',"Interface to 'Keras' <https://keras.io>, a high-level neural
  networks 'API'. 'Keras' was developed with a focus on enabling fast experimentation,
  supports both convolution based networks and recurrent networks (as well as
  combinations of the two), and runs seamlessly on both 'CPU' and 'GPU' devices."
kernlab,0.9-30,2022-04-02,R 4.2.0,CRAN,Kernel-Based Machine Learning Lab,"Kernel-based machine learning methods for classification,
        regression, clustering, novelty detection, quantile regression
        and dimensionality reduction.  Among other methods 'kernlab'
        includes Support Vector Machines, Spectral Clustering, Kernel
        PCA, Gaussian Processes and a QP solver."
KernSmooth,2.23-20,2021-05-03,R 4.2.0,CRAN,Functions for Kernel Smoothing Supporting Wand & Jones (1995),"Functions for kernel smoothing (and density estimation)
  corresponding to the book: 
  Wand, M.P. and Jones, M.C. (1995) ""Kernel Smoothing""."
